"st_key","st_dive_id","st_launch_datetime","st_surveystart_datetime","st_surveyend_datetime","st_recovery_datetime","st_launch_lat_dd","st_launch_lon_dd","st_surveystart_lat_dd","st_surveystart_lon_dd","st_surveyend_lat_dd","st_surveyend_lon_dd","st_recovery_lat_dd","st_origin_lat_dd","st_origin_lon_dd","st_maxsurvey_depth","cruise_leg_id","cruise_vessel","p_display_name","sentry_ops_id","sentry_ops_alternate_id"
"346","ST-374","2016-03-14 21:27:00","2016-03-14 22:29:00","2016-03-15 08:26:00","2016-03-15 09:28:00","13.81","-44.93","13.81","-44.93","13.82","-44.93","13.82","13.77","-45","3182.3","AT33-03","R/V Atlantis","Kurz, Mark","AT33-03_Kurz16",
"347","ST-375","2016-03-15 21:20:00","2016-03-15 22:58:00","2016-03-16 08:27:00","2016-03-16 09:43:00","13.76","-45.01","13.76","-45.01","13.77","-44.99","13.77","13.73","-45.05","3807.9","AT33-03","R/V Atlantis","Kurz, Mark","AT33-03_Kurz16",
"348","ST-376","2016-03-16 23:41:00","2016-03-17 00:49:00","2016-03-17 08:31:00","2016-03-17 09:40:00","14.07","-45.03","14.07","-45.03","14.07","-45.02","14.07","14.03","-45.05","3035.1","AT33-03","R/V Atlantis","Kurz, Mark","AT33-03_Kurz16",
"349","ST-377","2016-03-17 20:33:00","2016-03-17 21:41:00","2016-03-18 08:24:00","2016-03-18 09:30:00","14.07","-45.03","14.07","-45.02","14.07","-45.02","14.07","14.03","-45.05","3042.9","AT33-03","R/V Atlantis","Kurz, Mark","AT33-03_Kurz16",
"350","ST-378","2016-03-18 21:28:00","2016-03-18 22:37:00","2016-03-19 08:31:00","2016-03-19 09:38:00","14.07","-45.04","14.07","-45.04","14.06","-45.04","14.06","14.03","-45.08","3011.3","AT33-03","R/V Atlantis","Kurz, Mark","AT33-03_Kurz16",
"351","ST-379","2016-03-19 21:28:00","2016-03-19 22:39:00","2016-03-20 08:31:00","2016-03-20 09:38:00","14.08","-45.02","14.08","-45.02","14.07","-45.04","14.07","14.03","-45.08","2963.4","AT33-03","R/V Atlantis","Kurz, Mark","AT33-03_Kurz16",
"352","ST-380",,"2016-04-01 00:00:00",,,,,,,,,,,,,"AT33-04","R/V Atlantis",,"AT33-04_Stolzenberg16",
"353","ST-381",,"2016-04-01 00:00:00",,,,,,,,,,,,,"AT33-04","R/V Atlantis",,"AT33-04_Stolzenberg16",
"354","ST-382",,"2016-04-01 00:00:00",,,,,,,,,,,,,"AT33-04","R/V Atlantis",,"AT33-04_Stolzenberg16",
"355","ST-383",,"2016-04-01 00:00:00",,,,,,,,,,,,,"AT33-04","R/V Atlantis",,"AT33-04_Stolzenberg16",
"356","ST-384",,"2016-04-01 00:00:00",,,,,,,,,,,,,"AT33-04","R/V Atlantis",,"AT33-04_Stolzenberg16",
"357","ST-385",,"2016-04-01 00:00:00",,,,,,,,,,,,,"AT33-04","R/V Atlantis",,"AT33-04_Stolzenberg16",
"358","ST-386","2016-07-29 02:00:00","2016-07-29 02:23:00","2016-07-29 09:32:00","2016-07-29 10:23:00","39.81","-69.59","39.81","-69.59","39.8","-69.59","39.8","39.78","-69.64","1534.2","AT36","R/V Atlantis","Van Dover, Cindy","AT36_SharkeDekas16",
"359","ST-387","2016-07-29 23:20:00","2016-07-30 00:01:00","2016-07-30 05:01:00","2016-07-30 05:47:00","39.89","-69.24","39.89","-69.24","39.89","-69.25","39.89","39.84","-69.3","1198.5","AT36","R/V Atlantis","Van Dover, Cindy","AT36_SharkeDekas16",
"360","ST-388","2016-07-30 23:02:00","2016-07-30 23:32:00","2016-07-31 07:33:00","2016-07-31 12:20:00","39.81","-69.59","39.81","-69.59","39.81","-69.59","39.81","39.78","-69.64","1513.2","AT36","R/V Atlantis","Van Dover, Cindy","AT36_SharkeDekas16",
"361","ST-389","2016-08-04 23:18:00","2016-08-05 00:11:00","2016-08-05 09:41:00","2016-08-05 09:52:00","39.93","-69.37","39.93","-69.37","39.95","-69.35","39.95","39.84","-69.3","1504.7","AT36","R/V Atlantis","Van Dover, Cindy","AT36_SharkeDekas16",
"362","ST-390","2016-08-05 23:42:00","2016-08-06 00:34:00","2016-08-06 09:06:00","2016-08-06 09:50:00","39.81","-69.58","39.81","-69.59","39.81","-69.59","39.79","39.78","-69.64","1486.6","AT36","R/V Atlantis","Van Dover, Cindy","AT36_SharkeDekas16",
"363","ST-391","2016-08-28 12:07:00","2016-08-28 12:36:00","2016-08-28 21:26:00","2016-08-28 22:17:00","34.96","-75.19","34.96","-75.2","34.96","-75.21","34.96","34.8","-75.2","1082.1","PC1605","R/V Pisces","Nizinski, Martha","PC-16-05_Nizinski16",
"364","ST-392","2016-08-31 12:31:00","2016-08-31 12:54:00","2016-09-01 15:14:00","2016-09-01 16:18:00","35.28","-74.91","35.28","-74.91","35.27","-74.9","35.27","35.25","-75","1867.4","PC1605","R/V Pisces","Nizinski, Martha","PC-16-05_Nizinski16",
"365","ST-393","2016-09-01 22:27:00","2016-09-01 23:08:00","2016-09-02 14:01:00","2016-09-02 14:58:00","35.28","-74.91","35.27","-74.91","35.27","-74.9","35.27","35.25","-75","1244","PC1605","R/V Pisces","Nizinski, Martha","PC-16-05_Nizinski16",
"366","ST-394","2016-11-12 13:01:00","2016-11-12 14:17:00","2016-11-13 11:23:00","2016-11-13 12:34:00","8.58","-106.18","8.58","-106.18","8.57","-106.17","8.57","8.33","-106.33","2480.6","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"367","ST-395","2016-11-14 03:12:00","2016-11-14 04:25:00","2016-11-14 10:58:00","2016-11-14 12:02:00","8.38","-105.75","8.38","-105.75","8.37","-105.74","8.37","8.33","-106.33","2533","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"368","ST-396","2016-11-15 00:54:00","2016-11-15 02:24:00","2016-11-15 09:48:00","2016-11-15 11:11:00","8.4","-105.5","8.4","-105.5","8.39","-105.52","8.39","8.33","-105.58","3034","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"369","ST-397","2016-11-16 02:11:00","2016-11-16 03:27:00","2016-11-16 10:45:00","2016-11-16 11:52:00","8.42","-105.3","8.42","-105.3","8.41","-105.31","8.41","8.33","-105.58","2806.8","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"370","ST-398","2016-11-17 00:28:00","2016-11-17 01:48:00","2016-11-17 10:47:00","2016-11-17 11:47:00","8.4","-105.31","8.4","-105.31","8.4","-105.3","8.4","8.33","-105.58","2696.3","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"371","ST-399","2016-11-18 00:07:00","2016-11-18 01:29:00","2016-11-18 11:36:00","2016-11-18 12:41:00","8.39","-105.29","8.39","-105.29","8.39","-105.3","8.39","8.33","-105.58","3065","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"372","ST-400","2016-11-20 01:16:00","2016-11-20 02:18:00","2016-11-20 11:45:00","2016-11-20 12:46:00","8.4","-104.68","8.4","-104.68","8.39","-104.67","8.39","8.33","-104.71","2675.8","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"373","ST-401","2016-11-21 00:06:00","2016-11-21 01:18:00","2016-11-21 11:28:00","2016-11-21 12:28:00","8.41","-104.38","8.41","-104.38","8.4","-104.38","8.4","8.33","-104.71","2509.2","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"374","ST-402","2016-11-25 03:46:00","2016-11-25 05:08:00","2016-11-25 11:40:00","2016-11-25 12:54:00","8.36","-104.48","8.36","-104.48","8.35","-104.48","8.35","8.33","-104.71","2923.4","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"375","ST-403","2016-11-26 03:48:00","2016-11-26 05:10:00","2016-11-26 13:23:00","2016-11-26 15:13:00","8.4","-104.83","8.4","-104.83","8.4","-104.82","8.39","8.33","-105.08","2864.9","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"376","ST-404","2016-11-27 00:51:00","2016-11-27 02:02:00","2016-11-27 11:32:00","2016-11-27 12:33:00","8.45","-105.11","8.45","-105.11","8.44","-105.11","8.44","8.33","-105.58","2680.8","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"377","ST-405","2016-11-29 00:22:00","2016-11-29 01:44:00","2016-11-29 11:31:00","2016-11-29 12:38:00","8.41","-105.02","8.41","-105.02","8.41","-105","8.41","8.33","-105.08","3038.5","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"378","ST-406","2016-11-30 00:33:00","2016-11-30 02:00:00","2016-11-30 11:30:00","2016-11-30 12:40:00","8.32","-104.65","8.32","-104.65","8.33","-104.66","8.33","8.33","-104.71","3046","AT37-05","R/V Atlantis","Gregg, Patricia","AT37-05_Gregg16",
"379","ST-407","2016-12-11 23:03:00","2016-12-11 23:59:00","2016-12-12 12:45:00","2016-12-12 13:43:00","26.99","-111.41","26.99","-111.41","27","-111.41","27","27","-111.5","2008.4","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"380","ST-408","2016-12-13 01:16:00","2016-12-13 02:16:00","2016-12-13 12:41:00","2016-12-13 13:34:00","27.02","-111.4","27.02","-111.4","27.04","-111.38","27.04","27","-111.43","2000.5","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"381","ST-409","2016-12-14 01:09:00","2016-12-14 02:17:00","2016-12-14 12:45:00","2016-12-14 13:28:00","27.01","-111.41","27.01","-111.41","27.01","-111.41","27.01","27","-111.43","2015.9","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"382","ST-410","2016-12-15 03:42:00","2016-12-15 04:34:00","2016-12-15 12:43:00","2016-12-15 13:37:00","27.5","-111.67","27.5","-111.67","27.5","-111.68","27.5","27.5","-111.68","1735.3","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"383","ST-411","2016-12-16 01:15:00","2016-12-16 02:25:00","2016-12-16 12:49:00","2016-12-16 13:39:00","27.5","-111.68","27.5","-111.68","27.51","-111.68","27.51","27.5","-111.68","1726.6","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"384","ST-412","2016-12-18 01:55:00","2016-12-18 02:45:00","2016-12-18 12:44:00","2016-12-18 13:37:00","27.46","-111.47","27.46","-111.47","27.47","-111.47","27.47","27.45","-111.5","1832.5","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"385","ST-413","2016-12-19 02:01:00","2016-12-19 02:56:00","2016-12-19 12:48:00","2016-12-19 13:41:00","27","-111.4","27","-111.4","27.03","-111.4","27.03","27","-111.43","1951.8","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"386","ST-414","2016-12-19 23:06:00","2016-12-20 00:23:00","2016-12-20 20:58:00","2016-12-20 21:42:00","27.04","-111.38","27.04","-111.38","27.01","-111.39","27.01","27","-111.43","1989.9","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"387","ST-415","2016-12-22 01:17:00","2016-12-22 02:09:00","2016-12-22 12:48:00","2016-12-22 13:38:00","27.02","-111.41","27.02","-111.41","27.02","-111.39","27.02","27","-111.43","2005.7","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"388","ST-416","2016-12-23 01:13:00","2016-12-23 02:07:00","2016-12-23 12:46:00","2016-12-23 13:36:00","27.04","-111.38","27.04","-111.38","27.04","-111.38","27.04","27","-111.43","1988.2","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"389","ST-417","2016-12-24 01:05:00","2016-12-24 02:09:00","2016-12-24 13:00:00","2016-12-24 13:55:00","27.04","-111.37","27.04","-111.37","27.05","-111.4","27.05","27","-111.43","1975.8","AT37-06","R/V Atlantis","Teske, Andreas","AT37-06_Teske16",
"390","ST-418","2017-01-16 17:52:00","2017-01-16 19:42:00","2017-01-17 11:46:00","2017-01-17 13:08:00","-22.96","-111.9","-22.96","-111.9","-22.98","-111.86","-22.98","-23.01","-111.95","4243.5","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"391","ST-419","2017-01-17 23:04:00","2017-01-18 01:22:00","2017-01-18 20:10:00","2017-01-18 21:46:00","-22.96","-111.9","-22.96","-111.9","-22.97","-111.91","-22.97","-23.01","-111.95","4866.3","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"392","ST-420","2017-01-19 15:05:00","2017-01-19 17:47:00","2017-01-20 12:42:00","2017-01-20 14:46:00","-22.96","-111.93","-22.96","-111.93","-22.98","-111.93","-22.98","-23.01","-111.95","5652.8","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"393","ST-421","2017-01-22 18:35:00","2017-01-22 20:50:00","2017-01-23 17:43:00","2017-01-23 20:12:00","-22.96","-111.93","-22.96","-111.93","-22.96","-111.97","-22.96","-23.01","-111.95","5628.2","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"394","ST-422","2017-01-26 14:28:00","2017-01-26 16:18:00","2017-01-27 14:00:00","2017-01-27 15:32:00","-22.96","-111.9","-22.96","-111.9","-22.95","-111.9","-22.95","-23.01","-111.95","4335.2","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"395","ST-423","2017-01-27 23:53:00","2017-01-28 02:18:00","2017-01-28 11:21:00","2017-01-28 12:58:00","-22.94","-111.92","-22.94","-111.92","-22.95","-111.91","-22.95","-23.01","-111.95","4535.5","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"396","ST-424","2017-01-31 15:36:00","2017-01-31 17:18:00","2017-02-01 14:31:00","2017-02-01 16:07:00","-22.89","-112.02","-22.89","-112.02","-22.88","-112.06","-22.88","-22.93","-112.1","4734.2","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"397","ST-425","2017-02-02 16:24:00","2017-02-02 17:51:00","2017-02-03 14:56:00","2017-02-03 16:19:00","-22.85","-112.08","-22.85","-112.08","-22.84","-112.1","-22.84","-22.93","-112.1","4525.9","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"398","ST-426","2017-02-04 18:36:00","2017-02-04 21:03:00","2017-02-05 17:09:00","2017-02-05 18:48:00","-23.06","-111.83","-23.06","-111.83","-23.04","-111.83","-23.04","-23.01","-111.95","4957.6","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"399","ST-427","2017-02-06 17:33:00","2017-02-06 18:35:00","2017-02-07 15:30:00","2017-02-07 16:29:00","-23.34","-111.63","-23.34","-111.63","-23.33","-111.63","-23.33","-23.4","-111.66","2313.6","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"400","ST-428","2017-02-10 22:31:00","2017-02-11 00:06:00","2017-02-11 22:05:00","2017-02-11 23:32:00","-22.89","-112.01","-22.89","-112.01","-22.9","-112.02","-22.9","-22.93","-112.1","4666.9","AT37-08","R/V Atlantis","Cheadle, Michael J.","AT37-08_Cheadle17",
"401","ST-429","2017-05-22 02:27:00","2017-05-22 02:51:00","2017-05-22 03:12:00","2017-05-22 03:41:00","8.93","-84.3","8.93","-84.3","8.93","-84.3","8.93","8.75","-84.41","899.5","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"402","ST-430","2017-05-22 22:43:00","2017-05-22 23:08:00","2017-05-23 00:26:00","2017-05-23 00:50:00","8.93","-84.3","8.93","-84.31","14.01","-84.37","14.01","8.75","-84.41","995.6","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"403","ST-431","2017-05-24 00:30:00","2017-05-24 00:54:00","2017-05-24 13:50:00","2017-05-24 14:25:00","8.93","-84.3","8.93","-84.3","8.92","-84.3","8.92","8.75","-84.41","1006.1","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"404","ST-432","2017-05-25 01:41:00","2017-05-25 02:08:00","2017-05-25 12:22:00","2017-05-25 13:03:00","8.93","-84.3","8.93","-84.3","8.93","-84.31","8.93","8.75","-84.41","1003.7","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"405","ST-433","2017-05-26 23:11:00","2017-05-27 00:04:00","2017-05-27 11:58:00","2017-05-27 13:04:00","9.11","-84.84","9.1","-84.84","9.11","-84.83","9.11","9","-84.91","1939.1","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"406","ST-434","2017-05-28 22:10:00","2017-05-28 23:04:00","2017-05-29 11:47:00","2017-05-29 12:47:00","9.09","-84.83","9.09","-84.83","9.08","-84.82","9.08","9","-84.91","2044.1","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"407","ST-435","2017-05-30 00:27:00","2017-05-30 01:15:00","2017-05-30 12:01:00","2017-05-30 12:52:00","9.1","-84.83","9.1","-84.83","9.09","-84.82","9.09","9","-84.91","2039.1","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"408","ST-436","2017-05-31 00:18:00","2017-05-31 01:05:00","2017-05-31 11:19:00","2017-05-31 12:05:00","9.12","-84.84","9.12","-84.84","9.11","-84.84","9.11","9","-84.91","1833.5","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"409","ST-437","2017-06-02 00:11:00","2017-06-02 00:20:00","2017-06-02 12:17:00","2017-06-02 12:35:00","8.85","-84.22","8.85","-84.22","8.85","-84.21","8.85","8.8","-84.16","412.4","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"410","ST-438","2017-06-02 23:21:00","2017-06-02 23:30:00","2017-06-03 12:11:00","2017-06-03 12:36:00","8.84","-84.22","8.84","-84.22","8.84","-84.2","8.84","8.8","-84.16","433.7","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"411","ST-439","2017-06-05 01:49:00","2017-06-05 02:14:00","2017-06-05 11:21:00","2017-06-05 11:53:00","8.97","-84.63","8.97","-84.63","8.96","-84.63","8.96","8.75","-84.75","1128","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"412","ST-440","2017-06-07 00:59:00","2017-06-07 01:41:00","2017-06-07 10:25:00","2017-06-07 11:14:00","8.86","-85.13","8.86","-85.13","8.87","-85.13","8.87","8.75","-85.25","1847.7","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"413","ST-441","2017-06-08 02:07:00","2017-06-08 02:46:00","2017-06-08 11:58:00","2017-06-08 12:43:00","8.79","-85.19","8.79","-85.19","8.79","-85.18","8.79","8.75","-85.25","1901.6","AT37-13","R/V Atlantis","Cordes, Erik","AT37-13_Cordes17",
"429","ST-457","2017-11-11 22:01:00","2017-11-11 23:03:00","2017-11-12 19:00:00","2017-11-12 20:18:00","-15.1","-173.73","-15.1","-173.73","-15.09","-173.76","-15.09","-15.15","-173.8","2243.7","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"430","ST-458","2017-11-13 09:44:00","2017-11-13 10:57:00","2017-11-14 03:19:00","2017-11-14 04:24:00","-15.08","-173.7","-15.08","-173.7","-15.06","-173.69","-15.06","-15.15","-173.8","2707","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"431","ST-459","2017-11-14 17:12:00","2017-11-14 18:25:00","2017-11-14 21:22:00","2017-11-14 22:25:00","-15.09","-173.7","-15.09","-173.7","-15.09","-173.71","-15.09","-15.15","-173.8","2637.2","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"432","ST-460","2017-11-15 04:43:00","2017-11-15 05:57:00","2017-11-15 21:48:00","2017-11-15 22:35:00","-15.1","-173.71","-15.1","-173.71","-15.08","-173.73","-15.08","-15.15","-173.8","2628.6","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"433","ST-461","2017-11-16 09:20:00","2017-11-16 10:38:00","2017-11-17 03:06:00","2017-11-17 04:15:00","-14.9","-173.78","-14.9","-173.78","-14.89","-173.77","-14.89","-15","-173.83","2892.6","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"434","ST-462","2017-11-18 01:08:00","2017-11-18 02:20:00","2017-11-18 16:51:00","2017-11-18 17:50:00","-15","-173.77","-15","-173.77","-14.99","-173.77","-14.99","-15","-173.83","2557.9","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"435","ST-463","2017-11-19 02:12:00","2017-11-19 03:40:00","2017-11-19 23:12:00","2017-11-20 00:19:00","-15.11","-173.79","-15.11","-173.79","-15.11","-173.78","-15.11","-15.15","-173.8","2967.3","FK171110","R/V Falkor","Rubin, Kenneth","FK171110",
"419","ST-447","2017-08-31 22:50:00","2017-08-31 23:30:00","2017-09-01 14:14:00","2017-09-01 14:56:00","35.74","-74.64","35.74","-74.64","35.71","-74.67","35.71","35.73","-74.65","1868","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"420","ST-448","2017-09-01 22:22:00","2017-09-01 23:04:00","2017-09-02 12:40:00","2017-09-02 13:30:00","35.73","-74.66","35.73","-74.66","35.73","-74.64","35.73","35.73","-74.65","1890","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"421","ST-449","2017-09-02 22:12:00","2017-09-02 22:36:00","2017-09-03 11:41:00","2017-09-03 12:23:00","35.54","-74.78","35.54","-74.78","35.53","-74.77","35.53","35.53","-74.79","1091.1","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"422","ST-450","2017-09-03 23:12:00","2017-09-03 23:52:00","2017-09-04 13:48:00","2017-09-04 14:36:00","35.27","-74.88","35.26","-74.88","35.26","-74.88","35.26","35.25","-74.89","2002.6","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"423","ST-451","2017-09-04 23:13:00","2017-09-04 23:39:00","2017-09-05 13:48:00","2017-09-05 14:25:00","34.94","-75.16","34.94","-75.16","34.94","-75.16","34.94","34.93","-75.17","1430.6","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"424","ST-452","2017-09-05 22:29:00","2017-09-05 22:52:00","2017-09-06 14:46:00","2017-09-06 15:13:00","34.94","-75.17","34.94","-75.17","34.95","-75.19","34.95","34.93","-75.17","1262.3","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"425","ST-453","2017-09-06 22:20:00","2017-09-06 22:34:00","2017-09-07 12:03:00","2017-09-07 12:34:00","34.82","-75.35","34.82","-75.35","34.8","-75.36","34.8","34.77","-75.36","1316.3","PC1704","R/V Pisces","Nizinski, Martha","PC1704_Nizinski17",
"426","ST-454","2017-09-13 11:46:00","2017-09-13 11:51:00","2017-09-14 12:34:00","2017-09-14 12:56:00","35.93","-74.8","35.93","-74.8","35.9","-74.81","35.9","35.83","-74.83","559.9","PC1705","R/V Pisces","Demopoulos, Amanda","PC1705_Demopoulos17",
"427","ST-455","2017-09-14 22:36:00","2017-09-14 22:43:00","2017-09-15 18:24:00","2017-09-15 18:42:00","35.69","-74.81","35.69","-74.81","35.67","-74.79","35.67","35.66","-74.83","573.9","PC1705","R/V Pisces","Demopoulos, Amanda","PC1705_Demopoulos17",
"428","ST-456","2017-09-20 12:46:00","2017-09-20 13:02:00","2017-09-21 10:54:00","2017-09-21 11:21:00","32.29","-77.48","32.29","-77.48","32.28","-77.5","32.28","32.25","-77.5","634.5","PC1705","R/V Pisces","Demopoulos, Amanda","PC1705_Demopoulos17",
"414","ST-442","2017-07-15 18:03:00","2017-07-15 18:38:00","2017-07-16 09:44:00","2017-07-16 10:32:00","45.92","-129.98","45.92","-129.98","45.92","-129.97","45.92","45.75","-130.2","1732.1","RR1712","R/V Roger Revelle","Liang, Xinfeng","RR1712_Chadwick17",
"415","ST-443","2017-07-17 03:44:00","2017-07-17 04:20:00","2017-07-18 02:06:00","2017-07-18 02:48:00","45.95","-130","45.95","-130","45.93","-129.98","45.93","45.75","-130.2","1650.1","RR1712","R/V Roger Revelle","Liang, Xinfeng","RR1712_Chadwick17",
"416","ST-444","2017-07-18 21:51:00","2017-07-18 22:26:00","2017-07-19 23:14:00","2017-07-20 00:02:00","45.91","-129.98","45.92","-129.98","45.94","-130.01","45.94","45.75","-130.2","1656","RR1712","R/V Roger Revelle","Liang, Xinfeng","RR1712_Chadwick17",
"417","ST-445","2017-07-20 22:56:00","2017-07-21 02:24:00","2017-07-21 14:19:00","2017-07-21 15:14:00","45.78","-130.13","45.91","-129.99","45.95","-130.01","45.95","45.75","-130.2","1753","RR1712","R/V Roger Revelle","Liang, Xinfeng","RR1712_Chadwick17",
"418","ST-446","2017-07-22 04:31:00","2017-07-22 05:09:00","2017-07-22 19:38:00","2017-07-22 20:26:00","46.03","-130","46.03","-130","46","-130","46","45.75","-130.2","1640.3","RR1712","R/V Roger Revelle","Liang, Xinfeng","RR1712_Chadwick17",
"462","ST-490","2018-08-23 00:49:00","2018-08-23 01:36:00","2018-08-23 12:49:00","2018-08-23 13:34:00","32.72","-64.57","32.72","-64.57","32.71","-64.55","32.71","32.69","-64.57","1683.91","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"463","ST-491","2018-08-23 22:37:00","2018-08-23 23:26:00","2018-08-24 11:06:00","2018-08-24 11:50:00","32.72","-64.56","32.72","-64.56","32.71","-64.57","32.71","32.69","-64.57","1582.58","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"464","ST-492","2018-08-24 21:35:00","2018-08-24 22:25:00","2018-08-25 08:33:00","2018-08-25 09:19:00","32.71","-64.54","32.71","-64.54","32.71","-64.54","32.71","32.69","-64.57","1598.86","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"465","ST-493","2018-08-25 22:23:00","2018-08-25 23:12:00","2018-08-26 08:31:00","2018-08-26 09:22:00","32.7","-64.54","32.7","-64.54","32.72","-64.53","32.72","32.69","-64.57","1537.75","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"466","ST-494","2018-08-26 22:43:00","2018-08-26 23:24:00","2018-08-27 08:31:00","2018-08-27 09:17:00","32.7","-64.54","32.7","-64.54","32.7","-64.53","32.7","32.69","-64.57","1577.29","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"467","ST-495","2018-08-28 00:14:00","2018-08-28 01:08:00","2018-08-28 10:27:00","2018-08-28 11:07:00","32.71","-64.54","32.71","-64.54","32.71","-64.54","32.71","32.69","-64.57","1534.1","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"468","ST-496","2018-08-28 22:30:00","2018-08-28 23:23:00","2018-08-29 10:29:00","2018-08-29 11:09:00","32.71","-64.54","32.71","-64.54","32.71","-64.54","32.71","32.69","-64.57","1544.41","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"469","ST-497","2018-08-29 22:04:00","2018-08-29 22:57:00","2018-08-30 10:31:00","2018-08-30 11:12:00","32.71","-64.54","32.71","-64.54","32.71","-64.54","32.71","32.69","-64.57","1538.7","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"470","ST-498","2018-08-30 18:05:00","2018-08-31 06:04:00","2018-08-31 08:59:00","2018-08-31 09:42:00","32.71","-64.54","32.71","-64.54","32.7","-64.54","32.7","32.69","-64.57","1517.25","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
"471","ST-499","2018-08-31 14:41:00","2018-08-31 15:34:00","2018-08-31 17:06:00","2018-08-31 17:52:00","32.71","-64.54","32.71","-64.54","32.71","-64.54","32.71","32.69","-64.57","1530.6","AE1823","R/V Atlantic Explorer","Kinsey, James","2018-Kinsey",
