"st_key","st_dive_id","st_launch_datetime","st_surveystart_datetime","st_surveyend_datetime","st_recovery_datetime","st_launch_lat_dd","st_launch_lon_dd","st_surveystart_lat_dd","st_surveystart_lon_dd","st_surveyend_lat_dd","st_surveyend_lon_dd","st_recovery_lat_dd","st_origin_lat_dd","st_origin_lon_dd","st_maxsurvey_depth","cruise_leg_id","cruise_vessel","p_display_name","sentry_ops_id","sentry_ops_alternate_id"
"445","ST-473","2018-05-17 20:34:00","2018-05-17 22:14:00","2018-05-18 07:14:00","2018-05-18 08:37:00","13.78","-45.01","13.78","-45.01","13.78","-45.02","13.78","13.73","-45.05","3865","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"446","ST-474","2018-05-18 20:34:00","2018-05-18 22:14:00","2018-05-19 07:15:00","2018-05-19 08:47:00","13.75","-45.02","13.75","-45.02","13.76","-45.01","13.76","13.73","-45.05","3848.1","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"447","ST-475","2018-05-19 20:33:00","2018-05-19 22:12:00","2018-05-20 07:12:00","2018-05-20 08:36:00","13.74","-45.01","13.74","-45.01","13.76","-45.02","13.76","13.73","-45.05","3865.3","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"448","ST-476","2018-05-20 20:31:00","2018-05-20 22:02:00","2018-05-21 07:00:00","2018-05-21 08:18:00","13.81","-44.98","13.81","-44.98","13.81","-44.98","13.81","13.73","-45.05","3523.6","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"449","ST-477","2018-05-21 20:33:00","2018-05-21 22:11:00","2018-05-22 07:16:00","2018-05-22 08:43:00","13.73","-45.01","13.73","-45.01","13.73","-45.01","13.73","13.7","-45.06","3899.7","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"450","ST-478","2018-05-22 20:39:00","2018-05-22 22:13:00","2018-05-23 07:00:00","2018-05-23 08:26:00","13.72","-45.02","13.72","-45.02","13.73","-45.01","13.73","13.7","-45.06","3878.7","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"451","ST-479","2018-05-23 20:35:00","2018-05-23 22:02:00","2018-05-24 07:09:00","2018-05-24 08:25:00","13.81","-45","13.81","-45","13.81","-45","13.81","13.73","-45.05","3553.6","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"452","ST-480","2018-05-24 20:30:00","2018-05-24 22:02:00","2018-05-25 07:08:00","2018-05-25 08:27:00","13.76","-45.03","13.76","-45.03","13.75","-45.03","13.75","13.7","-45.06","3864.3","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"453","ST-481","2018-05-25 20:31:00","2018-05-25 21:49:00","2018-05-26 06:59:00","2018-05-26 08:09:00","13.93","-45.04","13.93","-45.04","13.93","-45.03","13.93","13.9","-45.07","3088.9","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"454","ST-482","2018-05-26 20:48:00","2018-05-26 22:08:00","2018-05-27 07:06:00","2018-05-27 08:21:00","13.93","-45.05","13.93","-45.05","13.94","-45.05","13.94","13.9","-45.07","3114.6","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"455","ST-483","2018-05-27 20:49:00","2018-05-27 22:17:00","2018-05-28 06:59:00","2018-05-28 08:20:00","13.81","-45.02","13.81","-45.02","13.81","-45.02","13.81","13.73","-45.05","3583.3","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"456","ST-484","2018-05-28 20:29:00","2018-05-28 21:57:00","2018-05-29 06:04:00","2018-05-29 07:18:00","13.81","-45.04","13.81","-45.04","13.81","-45.04","13.81","13.73","-45.05","3571.2","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"457","ST-485","2018-05-29 20:29:00","2018-05-29 21:50:00","2018-05-30 07:17:00","2018-05-30 08:30:00","13.95","-45.03","13.95","-45.03","13.93","-45.03","13.93","13.9","-45.07","3330.7","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"458","ST-486","2018-05-30 21:41:00","2018-05-30 22:53:00","2018-05-31 06:56:00","2018-05-31 07:57:00","13.93","-45","13.93","-45","13.93","-44.99","13.93","13.9","-45.07","3105.2","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"459","ST-487","2018-05-31 21:38:00","2018-05-31 22:43:00","2018-06-01 07:29:00","2018-06-01 08:28:00","14.07","-44.99","14.07","-44.99","14.08","-44.98","14.08","14.03","-45.08","3031.4","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"460","ST-488","2018-06-01 21:51:00","2018-06-01 23:24:00","2018-06-03 05:59:00","2018-06-03 07:15:00","13.73","-45.02","13.73","-45.02","13.81","-45.05","13.81","13.7","-45.06","3853.7","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"461","ST-489","2018-06-03 21:30:00","2018-06-03 22:38:00","2018-06-04 09:34:00","2018-06-04 10:30:00","14.07","-45.07","14.07","-45.07","14.08","-45.07","14.08","14.03","-45.08","2851.7","AT40-02","R/V Atlantis","Kurz, Mark","2018-Kurz",
"436","ST-464","2018-04-29 05:52:00","2018-04-29 06:37:00","2018-04-29 08:19:00","2018-04-29 09:07:00","39.78","-69.62","39.78","-69.62","39.79","-69.62","39.79","39.78","-69.64","1691.2","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"437","ST-465","2018-05-01 22:26:00","2018-05-01 22:51:00","2018-05-01 22:52:00","2018-05-01 23:26:00","32.54","-64.66","32.54","-64.66","32.54","-64.66","32.54","32.51","-64.68","997.8","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"438","ST-466","2018-05-02 02:02:00","2018-05-02 02:47:00","2018-05-02 08:43:00","2018-05-02 09:42:00","32.56","-64.65","32.56","-64.65","32.57","-64.65","32.57","32.51","-64.68","1896.4","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"439","ST-467","2018-05-02 22:24:00","2018-05-02 23:07:00","2018-05-03 01:08:00","2018-05-03 01:57:00","32.56","-64.65","32.56","-64.65","32.57","-64.66","32.57","32.51","-64.68","1864.1","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"440","ST-468","2018-05-03 22:08:00","2018-05-03 22:50:00","2018-05-03 23:35:00","2018-05-04 00:12:00","32.56","-64.66","32.56","-64.66","32.56","-64.66","32.56","32.51","-64.68","1646.3","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"441","ST-469","2018-05-04 03:04:00","2018-05-04 03:46:00","2018-05-04 08:28:00","2018-05-04 09:16:00","32.56","-64.65","32.56","-64.65","32.57","-64.65","32.57","32.51","-64.68","1951.3","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"442","ST-470","2018-05-04 22:10:00","2018-05-04 23:29:00","2018-05-05 08:55:00","2018-05-05 10:23:00","32.61","-64.83","32.61","-64.83","32.61","-64.85","32.61","32.56","-64.86","3191.3","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"443","ST-471","2018-05-05 22:50:00","2018-05-05 23:50:00","2018-05-06 08:12:00","2018-05-06 09:12:00","32.59","-64.61","32.59","-64.61","32.58","-64.6","32.58","32.53","-64.66","2357.2","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"444","ST-472","2018-05-06 23:21:00","2018-05-07 00:20:00","2018-05-07 08:32:00","2018-05-07 09:20:00","32.58","-64.61","32.58","-64.61","32.58","-64.62","32.58","32.53","-64.66","2373","AT40-01","R/V Atlantis","Kaiser, Carl","2018-Kaiser",
"472","ST-500","2018-10-17 00:59:00","2018-10-17 01:46:00","2018-10-17 03:16:00","2018-10-17 04:02:00","9.12","-84.84","9.12","-84.84","9.11","-84.84","9.11","9.08","-84.91","1836.83","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"473","ST-501","2018-10-18 23:49:00","2018-10-19 00:38:00","2018-10-19 07:48:00","2018-10-19 08:42:00","9.11","-84.84","9.11","-84.84","9.11","-84.83","9.11","9.08","-84.91","1834.61","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"474","ST-502","2018-10-21 00:16:00","2018-10-21 00:42:00","2018-10-21 11:11:00","2018-10-21 11:41:00","8.93","-84.3","8.93","-84.3","8.93","-84.31","8.93","8.75","-84.41","999.12","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"475","ST-503","2018-10-22 23:32:00","2018-10-23 00:20:00","2018-10-23 11:18:00","2018-10-23 12:00:00","9.11","-84.84","9.11","-84.84","9.12","-84.84","9.12","9.08","-84.91","1861.52","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"476","ST-504","2018-10-25 00:58:00","2018-10-25 01:25:00","2018-10-25 10:22:00","2018-10-25 11:02:00","8.92","-84.31","8.92","-84.31","8.92","-84.3","8.92","8.9","-84.32","1037.95","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"477","ST-505","2018-10-27 01:20:00","2018-10-27 02:01:00","2018-10-27 10:29:00","2018-10-27 11:12:00","8.55","-84.78","8.55","-84.78","8.54","-84.78","8.54","8.5","-84.81","1446.56","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"478","ST-506","2018-10-28 01:34:00","2018-10-28 02:03:00","2018-10-28 10:30:00","2018-10-28 11:03:00","8.55","-85.13","8.55","-85.13","8.54","-85.15","8.54","8.49","-85.2","1626.89","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"479","ST-507","2018-10-30 23:24:00","2018-10-30 23:50:00","2018-10-31 11:08:00","2018-10-31 11:39:00","8.92","-84.31","8.92","-84.31","8.93","-84.31","8.93","8.75","-84.41","1008.5","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"480","ST-508","2018-11-02 00:06:00","2018-11-02 00:15:00","2018-11-02 10:51:00","2018-11-02 11:29:00","8.84","-84.21","8.84","-84.21","8.84","-84.2","8.84","8.8","-84.26","436.84","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"481","ST-509","2018-11-04 00:39:00","2018-11-04 01:17:00","2018-11-04 09:26:00","2018-11-04 09:59:00","9.03","-84.62","9.03","-84.62","9.03","-84.62","9.03","9.02","-84.63","1433.95","AT42-03","R/V Atlantis","Cordes, Erik","2018-Cordes",
"254","ST-282","2014-11-07 00:37:00","2014-11-07 01:56:00","2014-11-07 05:07:00","2014-11-07 06:47:00","21.06","-158.11","21.06","-158.11","21.06","-158.11","21.06","21.06","-158.11","2758.4","SKQ201400L8","R/V Sikuliaq","Kaiser, Carl","2014-trials",
"255","ST-283","2014-11-08 02:36:00","2014-11-08 03:50:00","2014-11-08 07:10:00","2014-11-08 08:52:00","21.06","-158.11","21.06","-158.11","21.06","-158.11","21.06","21.06","-158.11","2758.7","SKQ201400L8","R/V Sikuliaq","Kaiser, Carl","2014-trials",
"256","ST-284","2014-11-09 00:36:00","2014-11-09 01:50:00","2014-11-09 04:37:00","2014-11-09 06:03:00","21.06","-158.11","21.06","-158.11","21.06","-158.11","21.06","21.06","-158.11","2741.8","SKQ201400L8","R/V Sikuliaq","Kaiser, Carl","2014-trials",
